HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",2M70CP5KXPTIXOZZXGVPS7NZG6ZYZ3,A1C33NBVKOQYKA,Approved,"Fri Apr 01 23:41:07 PDT 2011","Fri Apr 01 23:44:16 PDT 2011","3,3,3,1,1,0,1,1,2,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",245D8XMB3Q3996S8TTF6Z4EW2TURG9,A2KGL2FXIG2IQM,Approved,"Sat Apr 02 00:04:08 PDT 2011","Sat Apr 02 00:05:12 PDT 2011","0,0,3,2,2,2,1,1,1,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",2626X3YOCCF0MVMMWPKITIIY8G3QR3,A1HFYPITO6Z52Y,Approved,"Sat Apr 02 00:02:05 PDT 2011","Sat Apr 02 00:05:26 PDT 2011","3,0,0,0,0,0,3,0,0,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",20V9Z0B6UTO63AVXRTMRQGPX2X6OZQ,A4TJ2MRXM0GYA,Approved,"Sat Apr 02 00:16:31 PDT 2011","Sat Apr 02 00:17:55 PDT 2011","3,3,3,3,3,3,3,3,0,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",2PQQS1CSTMOF7XUU3I31KYDO7KGQNJ,A2TAGRKWVK4MC9,Approved,"Sat Apr 02 00:15:22 PDT 2011","Sat Apr 02 00:19:14 PDT 2011","1,1,1,1,1,1,1,1,1,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",2ZYAUC26DG67N7E5U06K6COLCKHC5C,A37KETH3SJLHAA,Approved,"Sat Apr 02 00:20:35 PDT 2011","Sat Apr 02 00:21:09 PDT 2011","2,2,2,2,1,2,2,2,2,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",25I8H88MQU6LFUSXBISR3X4BSKLTAL,ACFBSR55XG1WB,Approved,"Sat Apr 02 00:43:49 PDT 2011","Sat Apr 02 00:45:24 PDT 2011","2,0,0,0,2,4,0,0,4,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",28X8B727M0IGPQYF06PFYVF55JUXCA,APFMN02BVIHH7,Approved,"Sat Apr 02 00:48:40 PDT 2011","Sat Apr 02 00:52:05 PDT 2011","1,0,1,0,4,4,0,1,4,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",28I4J3NAB6BFWLWQXY9T7TJGNHMFSX,A2COB9JH3BL6IM,Approved,"Sat Apr 02 00:52:43 PDT 2011","Sat Apr 02 00:53:33 PDT 2011","3,4,2,2,1,2,1,2,2,",
2KR5SW6NG1FSDTFPIBPF7FZSI4FIWM,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/3.js",2TS11K274J79UWD808E4CUXGMEDDF2,A19FOAX7MSUTEJ,Approved,"Sat Apr 02 00:57:59 PDT 2011","Sat Apr 02 00:59:01 PDT 2011","3,3,3,3,3,3,3,3,3,",
