HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",226IUUU00OQKUGLKHSZS8U27I0BUUE,A23T87JDC2TU1D,Approved,"Fri Apr 01 23:47:04 PDT 2011","Fri Apr 01 23:49:05 PDT 2011","1,0,0,2,3,0,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",27UQ45UUKQOYQTZY0NJ8UG02A7PVDU,A2TAGRKWVK4MC9,Approved,"Fri Apr 01 23:48:24 PDT 2011","Fri Apr 01 23:51:21 PDT 2011","4,0,4,1,4,0,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",239V8ER9Y8TNUO31RMWKLHS3YN15SX,A4TJ2MRXM0GYA,Approved,"Sat Apr 02 00:14:55 PDT 2011","Sat Apr 02 00:16:01 PDT 2011","1,0,2,0,1,1,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",2MB011K274J7JQ7Y51ZNA6UYPDHCEE,ACFBSR55XG1WB,Approved,"Sat Apr 02 00:28:12 PDT 2011","Sat Apr 02 00:31:45 PDT 2011","0,0,4,0,0,4,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",2T9STLB3L0FBTFZQAJ5JXEVFFSUVJI,A37KETH3SJLHAA,Approved,"Sat Apr 02 00:35:30 PDT 2011","Sat Apr 02 00:35:38 PDT 2011","0,0,0,0,0,0,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",20TSNQQ7Q670F77MBNI18TQDBYTAUU,A2KGL2FXIG2IQM,Approved,"Sat Apr 02 00:48:16 PDT 2011","Sat Apr 02 00:49:46 PDT 2011","3,3,3,3,3,3,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",2X5WIOV1S7SNDJAIT1UYJZ8OIS3ZKO,A2COB9JH3BL6IM,Approved,"Sat Apr 02 00:57:30 PDT 2011","Sat Apr 02 00:58:10 PDT 2011","1,2,4,2,1,1,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",2OFLVWJ5OPB081X17YDWH7EQJVC3VI,A19FOAX7MSUTEJ,Approved,"Sat Apr 02 01:00:05 PDT 2011","Sat Apr 02 01:00:29 PDT 2011","3,2,2,2,2,2,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",2CQU98JHSTLBDRHHAJ0IUBJFTSPEQS,A35P96NI78S5LJ,Approved,"Sat Apr 02 02:18:36 PDT 2011","Sat Apr 02 02:23:44 PDT 2011","3,2,3,1,1,2,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",29YKW4ZMAZHH1X2HP0FNTVRIBMAI93,A3FXH3WEZH28PH,Approved,"Sat Apr 02 06:30:08 PDT 2011","Sat Apr 02 06:33:02 PDT 2011","0,0,4,4,0,4,",
2Q9NDWIOV1S72TKFSGL19YDZR6LIXF,"Grade an exam","http://vmphone2.cs.berkeley.edu/umati/js/12.js",2SSOUQIHPCGJCJJ3N3N53H0KZT2606,A3BU50VN1MB1W3,Approved,"Sat Apr 02 08:59:33 PDT 2011","Sat Apr 02 09:00:48 PDT 2011","1,0,1,0,0,0,",
